f    Sigma
201541541.54154155    0.16468992235164498
202432432.4324324    0.15924820167328743
203323323.3233233    0.1546025795238291
204214214.2142142    0.1507544486661148
205105105.1051051    0.14770404680858548
205995995.995996    0.14545043884382003
206886886.88688686    0.143991502149016
207777777.77777776    0.14332391510694464
208668668.66866866    0.14344314898778857
209559559.55955955    0.14434346331264672
210450450.45045045    0.14601790479863447
211341341.34134135    0.1484583099634879
212232232.2322322    0.1516553114446771
213123123.1231231    0.15559834806443026
214014014.014014    0.16027567864798598
214904904.9049049    0.16567439957808555
215795795.7957958    0.17178046604441266
216686686.68668666    0.17857871692263738
217577577.57757756    0.18605290319417714
218468468.46846846    0.19418571979495725
219359359.35935935    0.20295884075964127
220250250.25025025    0.21235295750709604
221141141.14114112    0.22234782009364237
222032032.032032    0.23292228124290434
222922922.9229229    0.24405434294517245
223813813.8138138    0.25572120540509696
224704704.7047047    0.26789931810450196
225595595.5955956    0.2805644327371568
226486486.48648646    0.2936916577645046
227377377.37737736    0.3072555143358059
228268268.26826826    0.32122999331273244
229159159.15915915    0.3355886131372432
230050050.05005005    0.35030447828252986
230940940.94094092    0.36535033802985317
231831831.8318318    0.38069864531907116
232722722.7227227    0.3963216154275837
233613613.6136136    0.41219128424101126
234504504.5045045    0.42827956588917
235395395.3953954    0.4445583095325842
236286286.28628626    0.460999355097647
237177177.17717716    0.4775745877726473
238068068.06806806    0.4942559910917178
238958958.95895895    0.5110156984494614
239849849.84984985    0.5278260429051669
240740740.74074072    0.544659605152075
241631631.6316316    0.5614892595438532
242522522.5225225    0.5782882180871833
243413413.4134134    0.5950300723259327
244304304.3043043    0.6116888330586565
245195195.1951952    0.628238967847023
246086086.08608606    0.6446554362880682
246976976.97697696    0.6609137230377522
247867867.86786786    0.6769898685872011
248758758.75875875    0.6928604978059821
249649649.64964965    0.7085028462788762
250540540.54054052    0.7238947844737676
251431431.4314314    0.7390148397883075
252322322.3223223    0.7538422165321859
253213213.2132132    0.7683568139098493
254104104.1041041    0.7825392420754559
254994994.994995    0.7963708363378619
255885885.88588586    0.8098336695983043
256776776.77677676    0.8229105631073627
257667667.66766766    0.835585095630741
258558558.55855855    0.8478416111154145
259449449.44944945    0.8596652249488084
260340340.34034032    0.8710418289039784
261231231.2312312    0.8819580948632575
262122122.1221221    0.8924014774116497
263013013.013013    0.9023602153892951
263903903.9039039    0.9118233324899272
264794794.79479477    0.920780636989095
265685685.68568566    0.9292227206824477
266576576.57657656    0.9371409571103702
267467467.46746746    0.9445274991408856
268358358.35835835    0.9513752759780977
269249249.2492492    0.9576779896584429
270140140.1401401    0.9634301110919008
271031031.031031    0.9686268756999584
271921921.9219219    0.9732642786966192
272812812.8128128    0.9773390700532945
273703703.7037037    0.9808487491828045
274594594.5945946    0.983791559372102
275485485.48548543    0.9861664819879195
276376376.3763764    0.9879732304740028
277267267.2672672    0.9892122441533026
278158158.1581582    0.9898846818433183
279049049.049049    0.9899924152877266
279939939.9399399    0.9895380224026415
280830830.8308308    0.9885247803312245
281721721.7217217    0.9869566582960269
282612612.6126126    0.9848383102343321
283503503.5035035    0.9821750671979443
284394394.3943944    0.978972929495415
285285285.2852853    0.9752385585514594
286176176.1761762    0.9709792684554519
287067067.067067    0.9662030171684463
287957957.9579579    0.9609183973559672
288848848.8488488    0.9551346268120263
289739739.7397397    0.9488615384384912
290630630.6306306    0.9421095697428635
291521521.5215215    0.9348897518169229
292412412.4124124    0.9272136977584914
293303303.3033033    0.9190935904987582
294194194.1941942    0.9105421699981812
295085085.0850851    0.9015727197749837
295975975.975976    0.8921990527316592
296866866.8668668    0.88243549624668
297757757.7577577    0.87229687650078
298648648.6486486    0.8617985020097704
299539539.5395395    0.8509561463386947
300430430.4304304    0.8397860299755164
301321321.3213213    0.828304801346046
302212212.2122122    0.8165295169558126
303103103.1031031    0.8044776206487874
303993993.993994    0.792166921977423
304884884.8848849    0.779615573683108
305775775.7757758    0.7668420482912498
306666666.6666666    0.7538651138302669
307557557.5575575    0.7407038086890778
308448448.4484484    0.7273774156331647
309339339.3393393    0.7139054350047099
310230230.2302302    0.7003075571379389
311121121.1211211    0.6866036340262701
312012012.012012    0.6728136502834453
312902902.9029029    0.65895769344619
313793793.7937938    0.6450559236712785
314684684.6846847    0.6311285428849993
315575575.5755756    0.61719576344793
316466466.4664664    0.6032777764026258
317357357.3573573    0.5893947193761285
318248248.2482482    0.575566644213363
319139139.1391391    0.56181348442104
320030030.03003    0.5481550225050459
320920920.9209209    0.5346108572870998
321811811.8118118    0.5212003712888543
322702702.7027027    0.5079426982734976
323593593.5935936    0.49485669103631164
324484484.4844845    0.48196088953648947
325375375.3753754    0.4692734894628754
326266266.2662662    0.45681231132601824
327157157.1571571    0.4445947701682209
328048048.048048    0.43263784598192706
328938938.9389389    0.4209580549249656
329829829.8298298    0.40957142141874747
330720720.7207207    0.39849345121270136
331611611.6116116    0.3877391054947889
332502502.5025025    0.3773227761241278
333393393.3933934    0.3672582620574878
334284284.2842843    0.35755874703668766
335175175.17517513    0.34823677859893276
336066066.066066    0.33930424846669727
336956956.9569569    0.3307723743681099
337847847.8478478    0.32265168333287986
338738738.7387387    0.3149519965026986
339629629.6296296    0.3076824154887537
340520520.5205205    0.300851310302652
341411411.4114114    0.2944663088806309
342302302.3023023    0.2885342882144235
343193193.1931932    0.28306136709587526
344084084.0840841    0.27805290047592196
344974974.97497493    0.27351347543251264
345865865.8658658    0.2694469087358921
346756756.7567567    0.2658562459939356
347647647.6476476    0.2627437623545753
348538538.5385385    0.26011096473711215
349429429.4294294    0.2579585955591454
350320320.3203203    0.25628663792123507
351211211.2112112    0.25509432220706263
352102102.1021021    0.25438013405289966
352992992.992993    0.2541418236366937
353883883.8838839    0.2543764162338312
354774774.77477473    0.25508022398396957
355665665.6656656    0.2562488588109297
356556556.5565565    0.2578772464357093
357447447.4474474    0.25995964142118333
358338338.3383383    0.2624896431858755
359229229.2292292    0.2654602129234664
360120120.1201201    0.2688636913643517
361011011.011011    0.27269181731551206
361901901.9019019    0.27693574691534967
362792792.7927928    0.28158607354075516
363683683.6836837    0.2866328483046623
364574574.57457453    0.2920656010835877
365465465.4654654    0.297873362016134
366356356.3563563    0.30404468341517493
367247247.2472472    0.3105676620383808
368138138.1381381    0.3174299616638189
369029029.029029    0.3246188359196818
369919919.9199199    0.3321211513195236
370810810.8108108    0.3399234104569285
371701701.7017017    0.3480117753160673
372592592.5925926    0.35637209065721004
373483483.4834835    0.36498990743895693
374374374.37437433    0.3738505062415111
375265265.2652652    0.38293892065803525
376156156.1561561    0.39223996062366884
377047047.047047    0.4017382356543392
377937937.9379379    0.41141817796997104
378828828.8288288    0.42126406547906015
379719719.7197197    0.43126004460384343
380610610.6106106    0.4413901529274767
381501501.5015015    0.4516383416466098
382392392.3923924    0.461988497814684
383283283.2832833    0.47242446636297764
384174174.17417413    0.4829300718880186
385065065.065065    0.49348914019543827
385955955.9559559    0.5040855195915367
386846846.8468468    0.5147031019150015
387737737.7377377    0.5253258433021124
388628628.6286286    0.5359377846795063
389519519.5195195    0.5465230719792481
390410410.4104104    0.5570659760712854
391301301.3013013    0.5675509124087668
392192192.1921922    0.5779624603816966
393083083.0830831    0.5882853823744707
393973973.97397393    0.5985046425226428
394864864.8648648    0.6086054251639433
395755755.7557557    0.618573152978193
396646646.6466466    0.6283935048101789
397537537.5375375    0.638052433168929
398428428.4284284    0.6475361813960853
399319319.3193193    0.6568313004952212
400210210.2102102    0.6659246656130932
401101101.1011011    0.674803492162818
401991991.991992    0.6834553515779741
402882882.8828829    0.691868186685593
403773773.7737737    0.7000303266849142
404664664.6646646    0.7079305017177353
405555555.5555555    0.715557857015071
406446446.4464464    0.722901966603826
407337337.3373373    0.7299528465561335
408228228.2282282    0.7367009677630103
409119119.1191191    0.7431372682130922
410010010.01001    0.7492531647563153
410900900.9009009    0.7550405643316331
411791791.7917918    0.7604918746371742
412682682.6826827    0.7656000142206448
413573573.5735735    0.7703584219672961
414464464.4644644    0.7747610659624408
415355355.3553553    0.7788024517052375
416246246.2462462    0.7824776296504053
417137137.1371371    0.7857822020545635
418028028.028028    0.7887123291041113
418918918.9189189    0.791264734301924
419809809.8098098    0.7934367090906477
420700700.7007007    0.7952261166910961
421591591.5915916    0.7966313951350655
422482482.48248243    0.7976515594729547
423373373.3733733    0.7982862031376685
424264264.2642642    0.7985354984477683
425155155.1551551    0.7984001962341891
426046046.046046    0.7978816245765922
426936936.9369369    0.7969816866372439
427827827.8278278    0.7957028575821691
428718718.7187187    0.7940481805815282
429609609.6096096    0.7920212618832828
430500500.5005005    0.7896262649565844
431391391.3913914    0.7868679037037505
432282282.28228223    0.7837514347421521
433173173.1731731    0.7802826487600054
434064064.064064    0.7764678609526461
434954954.9549549    0.7723139005485825
435845845.8458458    0.7678280994373737
436736736.7367367    0.7630182799141048
437627627.6276276    0.7578927415579537
438518518.5185185    0.752460247265135
439409409.4094094    0.7467300084591311
440300300.3003003    0.7407116695037964
441191191.1911912    0.734415291347519
442082082.08208203    0.7278513344290635
442972972.9729729    0.7210306408781839
443863863.8638638    0.7139644160463325
444754754.7547547    0.7066642094049791
445645645.6456456    0.6991418948510763
446536536.5365365    0.6914096504610711
447427427.4274274    0.6834799377365925
448318318.3183183    0.6753654803864633
449209209.2092092    0.6670792426910738
450100100.1001001    0.6586344074963018
450990990.990991    0.6500443538851944
451881881.88188183    0.6413226345763229
452772772.7727727    0.6324829530984325
453663663.6636636    0.62353914079127
454554554.5545545    0.6145051336827437
455445445.4454454    0.6053949492925194
456336336.3363363    0.5962226634118925
457227227.2272272    0.5870023869095057
458118118.1181181    0.5777482426116687
459009009.009009    0.5684743423054966
459899899.8998999    0.559194763911916
460790790.7907908    0.5499235288746135
461681681.68168163    0.5406745798096443
462572572.5725725    0.53146175845902
463463463.4634634    0.5222987839900655
464354354.3543543    0.5131992316805593
465245245.2452452    0.5041765120280562
466136136.1361361    0.49524385031967827
467027027.027027    0.4864142666968899
467917917.9179179    0.47770055674764167
468808808.8088088    0.46911527265614084
469699699.6996997    0.46067070493843315
470590590.5905906    0.4523788647897792
471481481.48148143    0.44425146706761764
472372372.3723723    0.43629991393167844
473263263.2632632    0.42853527916073664
474154154.1541541    0.4209682931631642
475045045.045045    0.41360932869645395
475935935.9359359    0.4064683873086818
476826826.8268268    0.3995550865129122
477717717.7177177    0.3928786477034772
478608608.6086086    0.3864478848212291
479499499.4994995    0.3802711937729261
480390390.3903904    0.37435654260824597
481281281.28128123    0.36871146245614117
482172172.1721721    0.36334303922073746
483063063.063063    0.3582579060354432
483953953.9539539    0.35346223647253394
484844844.8448448    0.3489617385042206
485735735.7357357    0.344761649209938
486626626.6266266    0.3408667302235743
487517517.5175175    0.3372812639132795
488408408.4084084    0.3340090502856651
489299299.2992993    0.3310534046053314
490190190.1901902    0.32841715572000557
491081081.08108103    0.32610264508091996
491971971.9719719    0.32411172644751546
492862862.8628628    0.32244576626515
493753753.7537537    0.32110564470404906
494644644.6446446    0.32009175734749606
495535535.5355355    0.31940401751697806
496426426.4264264    0.31904185922184497
497317317.3173173    0.31900424072092914
498208208.2082082    0.3192896486834654
499099099.0990991    0.3198961029366767
499989989.98999    0.3208211617873346
500880880.88088083    0.32206192790468113
501771771.7717717    0.32361505475215896
502662662.6626626    0.3254767535554345
503553553.5535535    0.3276428007943374
504444444.4444444    0.33010854620638225
505335335.3353353    0.3328689212896663
506226226.2262262    0.33591844829301315
507117117.1171171    0.33925124968127557
508008008.008008    0.3428610580638146
508898898.8988989    0.34674122657418815
509789789.7897898    0.35088473968905237
510680680.68068063    0.3552842244743573
511571571.5715715    0.35993196224673935
512462462.4624624    0.3648199006380509
513353353.3533533    0.36993966605076634
514244244.2442442    0.37528257649185365
515135135.1351351    0.380839654772517
516026026.026026    0.3866016420609528
516916916.9169169    0.39255901177498004
517807807.8078078    0.3987019838010611
518698698.6986987    0.4050205390258672
519589589.58958954    0.41150443416613575
520480480.48048043    0.4181432168820719
521371371.3713713    0.42492624115910893
522262262.2622622    0.43184268294225514
523153153.1531531    0.43888155600676465
524044044.044044    0.4460317280481745
524934934.9349349    0.4532819369742525
525825825.8258258    0.46062080738065697
526716716.7167167    0.4680368671915402
527607607.6076076    0.4755185644455501
528498498.4984985    0.4830542842071592
529389389.38938934    0.49063236558238743
530280280.28028023    0.4982411188174623
531171171.1711711    0.5058688424581939
532062062.062062    0.5135038405472575
532952952.9529529    0.5211344398358224
533843843.8438438    0.5287490069855355
534734734.7347347    0.5363359657360952
535625625.6256256    0.5438838140132518
536516516.5165165    0.5513811409514922
537407407.4074074    0.5588166438052659
538298298.2982984    0.566179144722166
539189189.1891892    0.5734576073511555
540080080.08008    0.5806411532587363
540970970.9709709    0.5877190781255697
541861861.8618618    0.5946808676961424
542752752.7527528    0.6015162134538888
543643643.6436436    0.6082150279941964
544534534.5345345    0.6147674600679512
545425425.4254254    0.621163909268338
546316316.3163164    0.6273950403340073
547207207.2072072    0.6334517970420277
548098098.098098    0.639325415664563
548988988.988989    0.6450074379637314
549879879.8798798    0.6504897236997809
550770770.7707708    0.6557644626284738
551661661.6616616    0.660824185964363
552552552.5525526    0.6656617772875867
553443443.4434434    0.6702704828728343
554334334.3343343    0.674643921420201
555225225.2252252    0.6787760931687994
556116116.116116    0.6826613883752988
557007007.007007    0.6862945951407877
557897897.8978978    0.6896709065708231
558788788.7887888    0.6927859272549012
559679679.6796796    0.6956356790531069
560570570.5705706    0.6982166061792151
561461461.4614614    0.7005255795711338
562352352.3523524    0.7025599005411512
563243243.2432432    0.7043173037000993
564134134.134134    0.7057959591512595
565025025.025025    0.706994473951416
565915915.9159158    0.7079118928382309
566806806.8068068    0.7085476982247555
567697697.6976976    0.7089018094635536
568588588.5885886    0.7089745813846069
569479479.4794794    0.7087668021127608
570370370.3703704    0.7082796901721058
571261261.2612612    0.7075148908862415
572152152.1521522    0.7064744720849051
573043043.043043    0.7051609191289147
573933933.9339339    0.703577129266808
574824824.8248248    0.7017264053379308
575715715.7157156    0.6996124488380131
576606606.6066066    0.6972393523645211
577497497.4974974    0.6946115914602438
578388388.3883884    0.6917340158746298
579279279.2792792    0.6886118402634513
580170170.1701702    0.6852506343482534
581061061.061061    0.6816563125579446
581951951.951952    0.6778351231756015
582842842.8428428    0.6737936370143183
583733733.7337337    0.6695387356464365
584624624.6246246    0.6650775992111086
585515515.5155154    0.6604176938255157
586406406.4064064    0.6555667586254257
587297297.2972972    0.6505327924610982
588188188.1881882    0.6453240402746571
589079079.079079    0.6399489791852606
589969969.96997    0.6344163043083734
590860860.8608608    0.6287349143354751
591751751.7517518    0.622913896900432
592642642.6426426    0.6169625137585777
593533533.5335335    0.6108901858044169
594424424.4244244    0.6047064779535125
595315315.3153152    0.5984210839138697
596206206.2062062    0.592043810871703
597097097.097097    0.5855845641161551
597987987.987988    0.5790533316269929
598878878.8788788    0.5724601686489028
599769769.7697698    0.5658151822754647
600660660.6606606    0.5591285160653668
601551551.5515516    0.5524103347128522
602442442.4424424    0.5456708087938437
603333333.3333333    0.5389200996085652
604224224.2242242    0.5321683441409426
605115115.115115    0.525425640154402
606006006.006006    0.5187020314431225
606896896.8968968    0.5120074932571793
607787787.7877878    0.5053519179194134
608678678.6786786    0.49874510065125344
609569569.5695696    0.4921967256241562
610460460.4604604    0.48571635225272325
611351351.3513514    0.479313401744981
612242242.2422422    0.4729971439247886
613133133.133133    0.46677668434074876
614024024.024024    0.4606609516755076
614914914.9149148    0.4546586854687944
615805805.8058058    0.4487784241670506
616696696.6966966    0.4430284935120533
617587587.5875876    0.4374169952804104
618478478.4784784    0.43195179638542414
619369369.3693694    0.4266405183523108
620260260.2602602    0.42149052717741864
621151151.1511512    0.41650892358160296
622042042.042042    0.41170253366757664
622932932.9329329    0.4070778999906187
623823823.8238238    0.4026412730516986
624714714.7147146    0.3983986032216322
625605605.6056056    0.39435553310458765
626496496.4964964    0.39051739034882904
627387387.3873874    0.38688918091228264
628278278.2782782    0.3834755827900954
629169169.1691692    0.3802809402110178
630060060.06006    0.3773092583090608
630950950.950951    0.37456419827649173
631841841.8418418    0.37204907300386586
632732732.7327327    0.36976684321235725
633623623.6236236    0.3677201140832687
634514514.5145144    0.3659111323891827
635405405.4054054    0.36434178413071455
636296296.2962962    0.36301359268244826
637187187.1871872    0.3619277174510906
638078078.078078    0.36108495304842614
638968968.968969    0.3604857289810791
639859859.8598598    0.36013010985862237
640750750.7507508    0.36001779612091483
641641641.6416416    0.360148125285051
642532532.5325325    0.36052007371161354
643423423.4234234    0.36113225888931255
644314314.3143142    0.3619829422364904
645205205.2052052    0.36307003241715186
646096096.096096    0.36439108916862234
646986986.986987    0.3659433276371071
647877877.8778778    0.36772362321670954
648768768.7687688    0.369728516886716
649659659.6596596    0.3719542210411329
650550550.5505505    0.37439662580370137
651441441.4414414    0.3770513058207593
652332332.3323323    0.3799135275235376
653223223.2232232    0.38297825685062054
654114114.114114    0.38624016742045175
655005005.005005    0.3896936491429602
655895895.8958958    0.39333281725848906
656786786.7867868    0.397151521791431
657677677.6776776    0.4011433574050689
658568568.5685686    0.4053016736433684
659459459.4594594    0.4096195855445724
660350350.3503503    0.41408998461077434
661241241.2412412    0.41870555011669514
662132132.132132    0.42345876074034094
663023023.023023    0.42834190649729326
663913913.9139138    0.43334710095984047
664804804.8048048    0.43846629374138835
665695695.6956956    0.4436912832260198
666586586.5865866    0.449013729522454
667477477.4774774    0.45442516762110235
668368368.3683684    0.4599170207324614
669259259.2592592    0.465480613784521
670150150.1501501    0.4711071870566383
671041041.041041    0.4767879099267284
671931931.9319319    0.4825138947085585
672822822.8228228    0.4882762105555462
673713713.7137136    0.49406589740729867
674604604.6046046    0.4998739799550349
675495495.4954954    0.5056914816019047
676386386.3863864    0.511509438394301
677277277.2772772    0.5173189129001369
678168168.1681682    0.5231110080104349
679059059.059059    0.528876880640428
679949949.9499499    0.5346077553068632
680840840.8408408    0.5402949375583562
681731731.7317317    0.5459298272360131
682622622.6226226    0.551503931541903
683513513.5135134    0.5570088778935413
684404404.4044044    0.562436426542858
685295295.2952952    0.5677784829388969
686186186.1861862    0.5730271098138753
687077077.077077    0.5781745389731403
687967967.967968    0.5832131827699972
688858858.8588588    0.5881356452472942
689749749.7497497    0.5929347329284016
690640640.6406406    0.5976034652409151
691531531.5315315    0.602135084557422
692422422.4224224    0.6065230658383789
693313313.3133132    0.6107611258632032
694204204.2042042    0.6148432320363622
695095095.095095    0.6187636107564671
695985985.985986    0.6225167553370609
696876876.8768768    0.6260974334689011
697767767.7677678    0.6295006942144099
698658658.6586586    0.6327218745260389
699549549.5495495    0.635756605281121
700440440.4404404    0.6386008168268563
701331331.3313313    0.6412507440300067
702222222.2222222    0.6437029308268107
703113113.113113    0.6459542342695668
704004004.004004    0.6480018280672977
704894894.8948948    0.649843205618796
705785785.7857858    0.6514761825372228
706676676.6766766    0.6528988986663402
707567567.5675676    0.6541098195893209
708458458.4584584    0.6551077376318315
709349349.3493493    0.6558917723619959
710240240.2402402    0.6564613705905177
711131131.131131    0.6568163058751079
712022022.022022    0.6569566775339402
712912912.9129128    0.6568829091736915
713803803.8038038    0.6565957467382952
714694694.6946946    0.6560962560852373
715585585.5855856    0.6553858200967259
716476476.4764764    0.654466135333821
717367367.3673674    0.653339208241909
718258258.2582582    0.6520073509167076
719149149.1491491    0.6504731764402277
720040040.04004    0.6487395937966908
720930930.9309309    0.6468098023789071
721821821.8218218    0.6446872860958452
722712712.7127126    0.6423758070926765
723603603.6036036    0.6398793990948265
724494494.4944944    0.6372023603879735
725385385.3853854    0.6343492464461874
726276276.2762762    0.6313248622207124
727167167.1671672    0.6281342541022211
728058058.058058    0.6247827015694964
728948948.9489489    0.6212757085378721
729839839.8398398    0.6176189944208966
730730730.7307307    0.6138184849188788
731621621.6216216    0.6098803025482288
732512512.5125124    0.605810756925621
733403403.4034034    0.6016163348211733
734294294.2942942    0.597303689995062
735185185.1851852    0.5928796328319758
736076076.076076    0.5883511197881536
736966966.966967    0.5837252426656535
737857857.8578578    0.5790092177287847
738748748.7487487    0.5742103746776399
739639639.6396396    0.5693361454937983
740530530.5305305    0.5643940531733584
741421421.4214214    0.5593917003625024
742312312.3123122    0.5543367579109693
743203203.2032032    0.549236953358708
744094094.094094    0.5441000593712537
744984984.984985    0.5389338821392233
745875875.8758758    0.5337462497575141
746766766.7667668    0.528545000599732
747657657.6576576    0.5233379717034738
748548548.5485485    0.5181329871820357
749439439.4394394    0.5129378466781607
750330330.3303303    0.5077603138754677
